id,description,hierarchy_levels,type
b9b572bf-5e50-4588-8aa0-a42a49332467,psychological interventions,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
b9f67432-0057-4247-aa84-469f8c53b39d,waste and scrap products,"[['K', 'K10', 'K102', 'K1021'], ['K', 'K04', 'K041', 'K0416']]",preferredLabel
ba04b19b-0b18-4d5c-b799-4db31a98e58d,BlackBerry,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
ba2cadad-8d63-4761-9435-adcc034747db,electrolytic passivation process,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
ba8b530e-8f6f-4667-b734-3358797c0595,vehicle type-approval,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
ba9260ba-1c8d-495e-94f1-f7cab7e73cea,social security law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
ba96668e-afbb-46a6-aafc-f366e1b47d87,imitation jewellery,"[['K', 'K02', 'K021', 'K0214']]",preferredLabel
ba98bef0-9c49-478f-b9db-14a4189d7c76,understand written Sanskrit,"[['K', 'K02', 'K023', 'K0231']]",preferredLabel
bac209e9-d337-4312-9041-17c2e75fa4df,hardware industry,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
bacbf3d2-c151-4911-b376-e664faa313e3,"risks associated to physical, chemical, biological hazards in food and beverages","[['K', 'K07', 'K072', 'K0721']]",preferredLabel
badbd33c-3da8-43ae-a504-de388b988f4a,nanomaterials,"[['K', 'K07', 'K071', 'K0719']]",preferredLabel
baf1fadb-975a-42be-9744-d8ba02304d09,Samurai Web Testing Framework,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
bb46675c-6c2c-4a5c-bdf7-9ea3f5dcf332,silvering,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
bb933bf6-e9a6-4dd8-8c88-0d8bacae30a5,wood cuts,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
bb992d83-2d7d-4618-9109-0f0e04881a8e,food product ingredients,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
bb99af26-71ff-4dca-bde7-1eb1f6194426,SAP R3,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
bbea4ace-4bac-488d-8675-3286d420e20c,street art history,"[['K', 'K02', 'K021', 'K0213'], ['K', 'K02', 'K022', 'K0222']]",preferredLabel
bbff1ad2-cdb9-4def-9c16-1d36af146a30,stages of normal development,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
bc038a0a-27af-4d9b-a6b5-93b9d9314d21,types of sawing blades,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
bc05eaf7-8d1f-46e3-8834-9d45c4e92831,fisheries legislation,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
bc1a03da-e78c-4956-9dc2-0da70711df80,nanoelectronics,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
bc28e22e-f1e1-4f60-a9a4-df26c38338dc,metal thermal conductivity,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
bc7a6b88-a279-4b6e-ac5e-21666bc51dae,innovation in nursing,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
bc87f316-b87f-456f-b8bb-0e6efa965999,types of toy materials,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
bc8b2c74-cce5-497e-85c2-51d3ede632ad,audiovisual products,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
bc93e930-3279-4cf0-8a0b-1faeac1c8c51,braiding technology,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
bc97c755-2174-4d02-adaf-21b8b1863742,environmental aspects of inland waterway transportation,"[['K', 'K05', 'K052', 'K0521']]",preferredLabel
bc9f3c50-ff9f-42b5-a2e9-c388779c707b,tracking principles,"[['K', 'K08', 'K082', 'K0821']]",preferredLabel
bcadc519-00f4-43bc-9373-054f4ac717cb,modern portfolio theory,"[['K', 'K04', 'K041', 'K0412']]",preferredLabel
bcd2698e-7862-4f08-a3d1-7b3d5c4de999,food service operations,"[['K', 'K10', 'K101', 'K1013']]",preferredLabel
bcfe38c7-7495-4cbc-894b-e321e3a30717,tai chi,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
bd0e1723-ecd4-418a-9e76-b2539b75e660,sporting events,"[['K', 'K10', 'K101', 'K1014']]",preferredLabel
bd14968e-e409-45af-b362-3495ed7b10e0,cloud technologies,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
bd3f0b14-fd20-4b7c-81e8-a8fe6fbd8c8d,maritime meteorology,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
bd698bbe-7003-4508-b422-46c2ff4d5e95,business strategy concepts,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
bd770b66-679d-4304-a148-6b17e026a1cb,shiatsu,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
bd960649-0b5b-4a92-a4de-d00f4c4aa3a5,respiratory medicine,"[['K', 'K09', 'K091', 'K0912'], ['K', 'K09', 'K091', 'K0915']]",preferredLabel
bda1c8da-0ead-4d38-93ff-f899d0402fde,aquaculture cultivation equipment,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
bdb4f02e-72d5-41ca-a662-0498dc3fb070,health technology assessment ,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
bdc65e93-5949-4682-9b75-d36f4bf084c2,mashing process,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
bde3acd6-e997-4b74-8432-5ea2cf39633e,agricultural sector policies,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
bde6d525-01e0-4d50-ac46-a6314274c1d6,theology,"[['K', 'K02', 'K022', 'K0221']]",preferredLabel
be149bed-a789-48ee-832b-620ccf776af9,Frostbite (digital game creation systems),"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
be252635-341e-4b1c-b94f-aef362b645ed,business loans,"[['K', 'K04', 'K041', 'K0412']]",preferredLabel
be3f635b-b400-4eb3-b4cc-c44a34f26eae,spelling,"[['K', 'K02', 'K023', 'K0232']]",preferredLabel
be457a1c-5973-4781-9bb8-809703931f43,types of audiovisual formats,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
be6eac29-bb46-492d-a511-2438fca420bd,horticultural design,"[['K', 'K08', 'K081', 'K0812']]",preferredLabel
be80acfc-b6f2-4411-9b8d-b19d9cd2556a,Swift (computer programming),"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
be99117b-49a1-4ec2-a670-e9baac66c1bd,principles of combustion engines,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
bea8009d-7d73-4daf-bbe8-39870aa3cceb,medical sales industry,"[['K', 'K09', 'K091', 'K0916']]",preferredLabel
beba7567-b897-4832-84b5-67d3ae38fd99,manufacturing of heating equipment,"[['K', 'K07', 'K071', 'K0715'], ['K', 'K07', 'K071', 'K0713']]",preferredLabel
bebb3e1a-1c39-474a-b452-57e51c1b09fd,civil aviation regulations,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
bec4359e-cb92-468f-a997-8fb28e32fba9,ICT project management methodologies,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
becbbfa0-d5e1-4b73-beba-d65e48920360,auriculotherapy,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
bed97655-cb0c-4f05-bfd7-9a79d058619d,wildlife projects,"[['K', 'K05', 'K052', 'K0522']]",preferredLabel
bedd8fa7-5a64-4134-9095-58f5709e25e4,Moodle,"[['K', 'K06', 'K061', 'K0612'], ['K', 'K04', 'K041', 'K0413']]",preferredLabel
bf056c12-eaba-4f00-b5a9-c4add7f841f3,landscaping materials,"[['K', 'K08', 'K081', 'K0812']]",preferredLabel
bf12b461-1c53-4d81-a395-8ba77f7483c4,investment analysis,"[['K', 'K04', 'K041', 'K0412']]",preferredLabel
bf1b6671-e8f4-4633-932e-15236780037b,history of fashion,"[['K', 'K02', 'K021', 'K0212']]",preferredLabel
bf1f763e-c505-46e7-8af3-e48f13ec5f44,control engineering,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
bf21bcb8-6660-4f37-b16a-d276cca01474,music literature,"[['K', 'K02', 'K023', 'K0232']]",preferredLabel
bf2a22a1-04cb-41b1-a787-a3b66e4ab645,plan weapon use on stage,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
bf3e70b4-b65e-4595-81d4-e3bb846f0672,security panels,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
bf419e00-8548-491a-a06f-d72ab439df2f,pneumatics,"[['K', 'K05', 'K053', 'K0533'], ['K', 'K07', 'K071', 'K0715']]",preferredLabel
bf42ab85-2b1d-46af-8117-834b2e0e71ec,philosophical schools of thought,"[['K', 'K02', 'K022', 'K0223'], ['K', 'K02', 'K022', 'K0222']]",preferredLabel
bf4b6b71-3025-4129-babc-0e275804e058,optoelectronic devices,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
bf5b4ec8-330c-4d51-bbbb-fc7ac6b4b2a5,mill operations,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
bf6c5ed4-84af-440f-abcc-7fa5ba19c738,real-time computing,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
bf79d407-559a-4ef3-a771-fde99da5beec,types of orthopedic supplies,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
bf7d73e7-381b-48f1-a115-6493f54e660b,palliative settings,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
bfa5427c-83ec-404f-8465-dd49b42fde8e,cleaning of reusable packaging,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
bfe2c20e-be30-46e6-b417-e0886d0e3f4c,types of strabismus,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
bfe4f330-d595-48c7-ab3c-f309471d6953,psychology,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
c006e89b-f11c-445a-aa5e-bd6a7add3e66,chemical constitution of apples,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c01b4549-3bc2-4640-8ecb-ef335fc4445c,types of metal manufacturing processes,"[['K', 'K07', 'K072', 'K0722'], ['K', 'K07', 'K071', 'K0715']]",preferredLabel
c062bab3-3ea0-4291-9220-a2d8fef4bead,SQL Server,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
c0741fed-6b1f-4f1e-8c68-68393cfe67aa,train cleaning procedures,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
c0756f92-61b4-45ae-86fe-a2df19dea2c9,perform risk assessment for fight actions,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c0774269-9660-418c-bf0a-bc0ee10baa83,music therapy processes,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
c078fd94-f51a-4aea-8ab7-286a41309edb,wide web flexographic printing press,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
c07dab7f-deb2-4985-ac64-c62514221869,cryopreservation,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
c08dd4b7-026e-4e24-820a-6f4d812ae208,blasting abrasives,"[['K', 'K10', 'K101', 'K1011']]",preferredLabel
c095e69a-dee5-4a58-afb0-3c330d2bb276,sizes of paper,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
c0c08d3e-3215-4197-ac64-00a4f7371d80,methods of differential diagnosis,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
c10b2375-dd28-4801-92ab-d00d983bb388,chemical aspects of sugar,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c11cd670-0544-47a6-962e-67caaca1ea96,Buddhism,"[['K', 'K02', 'K022', 'K0221']]",preferredLabel
c1388df1-47bd-4fd5-8b71-dce7886ef21b,sales department processes,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
c13f66f5-26ab-465f-80d8-c5484d941cc6,bakery products,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c14fb0f4-4672-4363-8a4c-a04a0e2552c9,legal environment in music,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c1750417-79c3-442d-844f-50d65fb812e9,radiological photography,"[['K', 'K09', 'K091', 'K0914'], ['K', 'K02', 'K021', 'K0211']]",preferredLabel
c197585c-4e3b-466b-987b-17247fa63315,ingredients for ice cream manufacturing,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c199731b-1c17-47be-8f5d-296b9892a1b4,smoke sensors,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
c1aacf9a-b6f6-44cd-b756-edf87922fa9d,modern brewing systems,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c1b4aa1e-bc42-49e4-952a-0cbd45f1d57b,museum databases,"[['K', 'K06', 'K061', 'K0612'], ['K', 'K03', 'K032', 'K0322']]",preferredLabel
c1b64266-c2a8-4a92-a2a0-812b972e5f4d,metalogic,"[['K', 'K02', 'K022', 'K0223']]",preferredLabel
c1bbc099-92c5-493c-9f65-8d7acfce5851,prepared meals,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c1d7a6df-92e8-4b2f-9259-e04dd7242be3,types of pipelines,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
c1e0de6d-ec3b-4323-92d4-d1c62df2064a,oil rig legislation,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c1e6e283-bc66-4e78-b4ec-501ff082d9f1,food allergies,"[['K', 'K09', 'K091', 'K0912'], ['K', 'K09', 'K091', 'K0915']]",preferredLabel
c23d5c30-f9ce-4ffb-9c27-de3c9119e244,behavioural therapy,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
c27702fd-7ecc-41fe-8289-47ea069d484a,immunotherapy,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
c278dc62-c85f-4608-8a85-f30b6d087ac3,military combat techniques,"[['K', 'K10', 'K103', 'K1031']]",preferredLabel
c27e11b7-2f1e-4e20-8c47-fee6cd22c148,manufacturing of door furniture from metal,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
c280da28-760f-4134-b1e7-e76c45cd7a8d,meat industry,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c28553f4-1745-401a-82b3-7ce8460bed33,capacity building,"[['K', 'K01', 'K018', 'K0188']]",preferredLabel
c2999f0c-eb37-4cdf-b9b0-82107b628794,style sheet languages,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
c299e8b0-5b02-4119-a49b-65143da23e90,dairy manufacturing specifications,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c2aacac0-5a16-4493-b769-e7c052916d39,anthropology,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
c2c8566a-ad52-4c28-b963-029d36a65111,belay techniques,"[['K', 'K10', 'K101', 'K1015']]",preferredLabel
c2f06797-190e-4a74-b8c2-a988c3cc8186,footwear stitching techniques,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
c2fb860d-7866-4909-9eaf-0a2af58b24a3,beverages production process,"[['K', 'K07', 'K072', 'K0721'], ['K', 'K07', 'K079', 'K079']]",preferredLabel
c3102a5f-dafd-417c-8210-1eb779a05448,nutritional adequacy of food intake,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
c3108ed8-de97-41fc-9ff7-8c028e662734,biotechnology in aquaculture,"[['K', 'K09', 'K091', 'K0914'], ['K', 'K08', 'K083', 'K0831']]",preferredLabel
c31a222b-de0b-490c-82b8-472167cb0ba5,specialised astrology software,"[['K', 'K06', 'K061', 'K0611']]",preferredLabel
c325e094-a631-41a7-9042-b9514e5de1cc,types of bath tubs,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
c33075f4-c3ab-421f-bc5e-65d6c1fdc950,lautering process,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c33dd5ae-ae72-49d7-8dcf-8bc72e59fe78,civil law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c345ad5f-6b37-4861-98b2-769d819309a0,animal biology,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
c35b8bfd-c22e-44b4-afa4-e0052e3ecd30,types of boxes,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
c35fc70f-20b6-4798-8907-510c736c41ab,clinical disciplines in dentistry,"[['K', 'K09', 'K091', 'K0911']]",preferredLabel
c388229c-484d-42ec-ac28-ffad52020138,psychopathology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
c39b8441-359e-4cf9-8a52-c5f6dd918813,lighting techniques,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
c3a03c5a-c260-4c26-9b9a-873abb396f4d,MATLAB,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
c3bb5700-a94d-407a-8cd0-147727378f25,urban pollution implications,"[['K', 'K07', 'K071', 'K0712']]",preferredLabel
c3cad273-2cd4-4e4c-9d0a-4d7ed638fc36,electromagnets,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
c4020d90-e0d9-4ab3-b5cd-d2b560c4f596,psychoacoustics,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
c4118654-695f-44bc-b9d3-1b26f3a955f8,international import export regulations,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c416bcc9-df5a-42fd-abc9-9949ec072ef3,applied kinesiology,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
c4272323-cce6-4535-ac71-4f6841f4f89a,organisational structure,"[['K', 'K04', 'K041', 'K0417']]",preferredLabel
c435e2e8-e7ff-41ff-a8ed-4b8bd6936f18,parts of metal rolling mill,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
c440bd51-6fc2-49dc-91d1-d34d417f5e2f,prosthetic-orthotic examination,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
c453cf81-6197-428e-84c6-70c773b63f27,ICT architectural frameworks,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
c45abcc4-fd9e-4c0b-925d-0732d4b202df,lacquer paint applications,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
c46c0931-d414-4fef-9289-35a1987c942b,synthetic resins,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
c46cf6f9-8b1e-44b9-a529-f5774c9167dd,desktop publishing,"[['K', 'K06', 'K061', 'K0611']]",preferredLabel
c46f9312-e414-42f0-9c8b-1c1886af7b8d,CAD for footwear,"[['K', 'K07', 'K072', 'K0723'], ['K', 'K06', 'K061', 'K0613']]",preferredLabel
c49eb4a4-7b5f-44e6-b346-7153879ac86b,industrial heating systems,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
c4b03a17-a93e-4a8e-9846-4c4d469d4001,agroecology,"[['K', 'K08', 'K081', 'K0811'], ['K', 'K05', 'K052', 'K0521']]",preferredLabel
c4b3bbb4-a4f7-467f-8e91-a545d0224dce,types of chain,"[['K', 'K02', 'K021', 'K0214']]",preferredLabel
c4b626c1-e71c-44ec-9f88-042766f37fcc,application usability,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
c4c51507-f669-4740-abf0-9bee87732185,port regulation,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
c4dcfe3a-a8b0-4352-ba82-a5e345d88c08,types of spring,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
c500f5d0-42d4-4341-904e-cd4ef2ff3181,electromagnetic spectrum,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
c50dc8c9-24b2-47c8-9e1a-894521f5b248,watches and jewellery products,"[['K', 'K02', 'K021', 'K0214'], ['K', 'K04', 'K041', 'K0416']]",preferredLabel
c513cf4e-83bb-4edc-9ac8-2a7df04a9451,results-based management,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
c51c5fec-84f4-42bd-a5c7-a77766dfe6d4,alkali stages of refining processes for edible oils,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c52d4012-4a97-436c-a452-b76c26ae423c,pathogenic microorganisms in food,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c5449667-9b40-4114-8d74-f51177669984,policy analysis,"[['K', 'K03', 'K031', 'K0312']]",preferredLabel
c5564e30-bb56-451e-87cb-79c1279392be,homeopathy remedies,"[['K', 'K09', 'K091', 'K0917']]",preferredLabel
c564a8dc-e6b3-48a1-bb6c-674f6ce37215,fossil fuels,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
c585a661-1720-4138-8cc7-0029452a8534,amusement park emergency procedures,"[['K', 'K10', 'K103', 'K1032']]",preferredLabel
c5a80bb0-31e6-4de0-868c-00a0f9b88b47,palliative care,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
c5afeb33-4291-44c9-a89a-373185d0bfef,"relationship between buildings, people and the environment","[['K', 'K07', 'K073', 'K0731']]",preferredLabel
c5bfa6cf-2221-4dc2-8824-120a1eed28da,perfume raw materials,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
c5c92f10-74d8-4178-a051-cce194fdc72b,textile trends,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
c5e3bd7d-670b-4579-beab-a2c66e72e9b5,quality standards applicable to aquaculture products,"[['K', 'K04', 'K041', 'K0416'], ['K', 'K08', 'K083', 'K0831']]",preferredLabel
c5e8abde-d2ba-4e8e-a65e-720b71180666,unstructured data,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
c5ed451b-ef39-47a3-aee7-8f5be0aa8431,CA Datacom/DB,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
c5f3e735-917b-4024-b2cf-19f4f75b2469,livestock species,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
c6482540-4e20-42ab-9154-16deb6db7536,furniture industry,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
c648deac-4969-41b7-8a67-9987f5d414a6,airport safety regulations,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
c65ac31c-fdaf-4e87-beca-8ed952c3aa35,biogas energy production,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
c6846331-2e11-45d6-ab8d-306c956332fc,footwear manufacturing technology,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
c68e4cc4-b842-4660-a84c-48f11c70f657,legal department processes,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c69fe106-693e-4633-8c80-9734e52700b1,defense system,"[['K', 'K10', 'K103', 'K1031']]",preferredLabel
c6c1af60-9594-460c-a328-00f9ad292be0,coaching techniques,"[['K', 'K01', 'K018', 'K0188']]",preferredLabel
c6e308b4-8799-4461-a9bd-560bdecb0dbb,human resources department processes,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
c71384bb-6799-410b-941c-568f56680a30,types of chocolate,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c7282ec3-9153-4b4b-b7de-777e3207b04e,computerised feeding systems,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
c7451027-8249-405a-bb1b-342ff0f3fb3b,Salt (tools for software configuration management),"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
c76067d8-084b-4ca1-bc21-223a5caf7eea,hotel operations,"[['K', 'K10', 'K101', 'K1013']]",preferredLabel
c76d86b3-9860-4bc0-996d-cc724c669bcf,hair,"[['K', 'K10', 'K101', 'K1012']]",preferredLabel
c77ac399-de03-4136-9531-023c453006be,hazardous freight regulations,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
c7993a51-7fd5-46e4-83c7-51f107588af2,cold winding,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
c7b26d6a-f1f3-45e9-ab8d-959c9ad16720,public auction procedures,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
c7c9feb8-7813-4ea5-bef2-814c77ad0b6e,ripening of cheese,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c7cc6dc5-d56b-4323-8e5c-47c4022f615f,quality assurance methodologies,"[['K', 'K04', 'K041', 'K0417']]",preferredLabel
c7d24594-0c11-4b27-9039-fe0bb903da8e,LINQ,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
c7d8f44f-d0ad-4039-8407-4b8576603856,lawn care,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
c7e686a1-d03e-4641-a229-68247fdc5887,legal terminology,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c7fcb14f-ea32-45e5-8d5c-f93857829a95,laws regulating serving alcoholic drinks,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
c89a26a1-96ef-48d7-abfe-bf4b8e3bbe1c,literary techniques,"[['K', 'K02', 'K023', 'K0232']]",preferredLabel
c89d7efa-1b18-47f0-9bae-fda724cf71f2,horary astrology,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
c8ac1986-38fa-43b2-89dc-50a4beeb420e,electricity,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
c8b34758-5954-4388-b475-a4e57b3906ac,green water incubation technology,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
c8bd9f9f-0ec6-447a-ab78-ad6eeeed9aa8,electrical testing methods,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
c8c18b8d-a813-49f8-a702-689564dcf8b2,electric generators,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
c8cfa83b-bc13-4f8c-97b7-5269119fa4d6,filing machine parts,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
c8d53d69-d900-4092-af80-c5d0422bcdb3,Source (digital game creation systems),"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
c9026b8f-7c5c-44b4-9e59-ae1e72fb29c0,wood products,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
c92970ad-a6dd-446a-b529-4338da4e502a,psychoanalysis,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
c9327d3a-4245-47a9-bbbd-e39720cabb63,manufacturing of light metal packaging,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
c93527bc-6668-4c34-b1a1-47bcaf97c5ed,perfume and cosmetic products,"[['K', 'K10', 'K101', 'K1012'], ['K', 'K04', 'K041', 'K0416']]",preferredLabel
c94dd931-f568-48e2-9a1c-922f1ce21f67,demography,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
c955d9ba-45c5-421e-bc11-c05d67c56202,types of sugars,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
c96c2080-1654-4787-a2bf-895d0adc31c9,escapee contingency plans,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
c9b6aa32-6c42-4903-8e5a-23e43edf03fc,online moderation techniques,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
c9e96450-421d-48af-9ee6-d9c50e29afc2,ICT recovery techniques,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
c9f4efcd-e16a-4515-a0cb-60c6c479853d,actuarial science,"[['K', 'K05', 'K054', 'K0542']]",preferredLabel
ca2a7a85-43cf-43c0-b703-f18fed7dfba5,husbandry and harvesting effects on aquatic resources,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
ca326dd0-324f-43fe-81c5-4b40ddb35223,indicators used in EU funds programme operations,"[['K', 'K04', 'K041', 'K0411']]",preferredLabel
ca484f72-3ae0-4670-97d8-5aa2d456155a,sour gas sweetening processes,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
ca73ac82-867a-4afa-9732-834aebe896ff,ICT system user requirements,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
ca8e0a60-8a5e-4a7d-ba15-96a65610e805,screw machine parts,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
caa124b2-0303-4f02-acb4-d44482b9b9ae,drinks service operations,"[['K', 'K10', 'K101', 'K1013']]",preferredLabel
cab07957-4f35-4bdd-9d6d-dc5a0cf42e13,safety engineering,"[['K', 'K10', 'K102', 'K1022']]",preferredLabel
cacc8765-aee4-492e-a938-d556c912412b,fish anatomy,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
cae4c053-05d1-413d-8499-f37793aad56e,audio editing software,"[['K', 'K06', 'K061', 'K0611']]",preferredLabel
cb1e8e43-6fc5-4c34-ad4d-f3850144789b,general haematology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
